lifeSpan,viability,meanViability,currentVariance,standardDeviation,temp,energy,moisture,pain,stress,libido,glucose
39,0,0,0,0.0,0.3973333333333333289433264565,0.1099999999999999918814941331,0.1099999999999999918814941331,1,0.8900000000000000081185058669,1,0
40,0,0,0,0.0,0.4019999999999999957811525061,0.09999999999999999167332731598,0.09999999999999999167332731598,1,0.9000000000000000083266726840,1,0
41,0,0,0,0.0,0.4066666666666666626189785557,0.08999999999999999146516049886,0.08999999999999999146516049886,1,0.9100000000000000085348395011,1,0
42,0,0,0,0.0,0.4113333333333333294568046053,0.07999999999999999125699368174,0.07999999999999999125699368174,1,0.9200000000000000087430063182,1,0
43,0,0,0,0.0,0.4159999999999999962946306549,0.06999999999999999104882686462,0.06999999999999999104882686462,1,0.9300000000000000089511731353,1,0
44,0,0,0,0.0,0.4206666666666666631324567045,0.05999999999999999084066004750,0.05999999999999999084066004750,1,0.9400000000000000091593399524,1,0
45,0,0,0,0.0,0.4253333333333333299702827541,0.04999999999999999063249323038,0.04999999999999999063249323038,1,0.9500000000000000093675067695,1,0
46,0,0,0,0.0,0.4299999999999999968081088037,0.03999999999999999042432641326,0.03999999999999999042432641326,1,0.9600000000000000095756735866,1,0
47,0,0,0,0.0,0.4346666666666666636459348533,0.02999999999999999021615959614,0.02999999999999999021615959614,1,0.9700000000000000097838404037,1,0
48,0,0,0,0.0,0.4393333333333333304837609029,0.01999999999999999000799277902,0.01999999999999999000799277902,1,0.9800000000000000099920072208,1,0
49,0,0,0,0.0,0.4439999999999999973215869525,0.00999999999999998979982596190,0.00999999999999998979982596190,1,0.9900000000000000102001740379,1,0
50,0,0,0,0.0,0.4486666666666666641594130021,-1.040834085522E-17,-1.040834085522E-17,1,1.000000000000000010408340855,1,0
51,0,0,0,0.0,0.4533333333333333309972390517,0,0,1,1.000000000000000010408340855,1,0
52,0,0,0,0.0,0.4579999999999999978350651013,1,1,1,1.000000000000000010408340855,1,0
53,0,0,0,0.0,0.4626666666666666646728911509,1,1,1,1.000000000000000010408340855,1,0
54,0,0,0,0.0,0.4673333333333333315107172005,1,1,1,1.000000000000000010408340855,1,0
55,0,0,0,0.0,0.4719999999999999983485432501,1,1,1,1.000000000000000010408340855,1,0
56,0,0,0,0.0,0.4766666666666666651863692997,1,1,1,1.000000000000000010408340855,1,0
57,0,0,0,0.0,0.4813333333333333320241953493,1,1,1,1.000000000000000010408340855,1,0
58,0,0,0,0.0,0.4859999999999999988620213989,1,1,1,1.000000000000000010408340855,1,0
59,0,0,0,0.0,0.4906666666666666656998474485,1,1,1,1.000000000000000010408340855,1,0
60,0,0,0,0.0,0.4953333333333333325376734981,1,1,1,1.000000000000000010408340855,1,0
